street_name,council_name,green_frequency,green_next,landfill_frequency,landfill_next,recycle_frequency,recycle_next
Kilgour Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Stoneleigh Crescent,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Vista Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Panpandi Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Kernot Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Hobbs Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Brewis Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Majestic Drive,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Union Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Myers Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Day Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Jackwood Way,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Dundee Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Oakbank Avenue,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Calumet Rise,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Julian Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Mervyn Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Morley Crescent,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Coral Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bean Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Waulu Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Walls Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mckenzie Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cirrus Place,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bungalalli Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Balleroy Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Cairns Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Elcho Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Tarkarri Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Wembley Lane,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Orana Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Korroit Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Suttons Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Berrigan Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Heath Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Settlement Road,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Carr Street/Rear 343 Moorabool St,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pinnacle Close,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
John Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Delungra Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Pakington Sreet Nicholas,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Davey Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Weekes Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Craigie Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Philpott Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fairmont Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bond Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Little Bond Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Springs Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Ryrie St Walter St,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Davey St/Rear 16 Ormond Rd,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Baldock Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Behind 109 Muad St,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Carnival Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Jones Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lt Maud Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pandora Court,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Garden Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Garden Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Stinton Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bogan Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Allen Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Kenya Place,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Nevair Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Barega Place,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Cameo Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bourke Cres,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bourke Crescent,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Gidgee Mews,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Henry Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rakumba Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Lochgoin Mews,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Derricks Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Swanston Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Nicholas St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Nicholas Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Nomad Lane,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Morrison Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Frederick Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Clarendon Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Northbridge Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Summer Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Winter Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rich Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Storrer Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cubby Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bellerine Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cairns/ 76 Nicholas Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Minda Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
DaveyA Orchard Road,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Orchard Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rudi Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Eason Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Daisy Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Clifton Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Ballater Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Carolina Way,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Basil Lane,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Ardlui Drive,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Clear Water Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Coatsworth Road,Portarlington,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Jessica Way,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Mills Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Gange Place,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Fairview Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Chickweed Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Midpoint Chickweed Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Annmaree Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Cane Place,Mount Duneed,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Canes Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mckillop Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lowana Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bayswater Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Horizon Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Maud Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sutherland Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pakington St Huntingdon St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Cairns St/Rear 60 Fairview Ave,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Wilson Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Thorne Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Saffron Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Camden Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Ormskirk Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Faggs Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Davison Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Backwell Lane,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Harvest Street,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Huntingdon Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Pilrig Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Warrawee Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Moorabool Maud Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Moorabool St,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Glen Avenue,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Greenwich Grange,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Oxbow Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Pinaroo Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Ryrie Street Service Road,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Coreen Close,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Yarra,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Yarra Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ryrie St Orchard St,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Oldfields Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Moorabool Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Miles Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Cook St Fordham St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Wallace St / 6 Wallace St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Kilgour Court,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Brice Avenue,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Colac Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Tara Valley Lane,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Edmonson Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Glenville Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Wallaroo Way,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Bounty Close,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Harcourt Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Fitzroy Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cook Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Dossetor Road,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bilby Lane,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Old Flour Mill Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Wallace Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Jackman Road,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Shannon/Brice Ave,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Mont Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Agricultural Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Conner Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Connor Street,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Connie Street,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Dederang Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Pardon Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Douglas Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Merrigum Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Austin Terrace,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Leilani Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Benson Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Montrose Place,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Best Place,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Holt Road,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Clarke/Rear 292 Pakington St,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Tynehead Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Wardoo Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Weire Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dundundra Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Mill Race Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Sylvan Court,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Beales Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Clarke Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Bright Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fordham Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Lt Fenwick Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Carr Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ryrie St Conner St,East Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Carroll Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Montmorency Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Ascot Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Sydney Parade,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sydney Ave,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sydney Avenue,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Catalina Crescent,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Rivergum Drive,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Yarra St Lt Myers St,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bambra Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Noble Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Gumbowie Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Grant Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Keown Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Highett Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Wintersun Court,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
La Trobe Maud Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Myers Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Narawi Avenue,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Gwinganna Drive,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Tarcoola Way,Clifton Springs,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Mercer Parade,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Fenwick Street South,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Windmill Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Mayfair Drive,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Admiral Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Waterwheel Way,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Wisbey Court,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bambra Street - 45 Mckilliop,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lt Myers Street,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pelley Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Sydney Court,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Thorne Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mckillop Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Austin Street,Newtown,fortnightly,19/10/2023,weekly,19/10/2023,fortnightly,12/10/2023
Lt Ryrie St/Rear 165Myers St,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Admiral Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Cullens Place,Geelong,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
